UF;Sexo;Idade;Cor;Anos de Estudo;Renda;Altura
Pará;Homem;43;Parda;12;788;1.679947406
Pará;Homem;45;Preta;1;788;1.757029075
Pará;Homem;29;Branca;12;850;1.823761019
Pará;Mulher;50;Branca;12;788;1.699577116
Pará;Mulher;36;Parda;9;788;1.785205649
Pará;Mulher;46;Parda;12;900;1.645602205
Pará;Homem;26;Parda;12;850;1.884379435
Pará;Mulher;38;Parda;6;788;1.639979457
Pará;Homem;57;Parda;5;1200;1.679780431
Pará;Homem;40;Preta;6;1500;1.601014513
Pará;Homem;35;Parda;9;3000;1.5493615
Pará;Homem;32;Parda;11;1000;1.669548868
Pará;Homem;19;Branca;10;985;1.863225949
Pará;Homem;45;Parda;6;980;1.642746538
Pará;Homem;33;Parda;11;1200;1.651810856
Pará;Homem;32;Parda;9;788;1.8084584
Pará;Homem;28;Parda;12;1100;1.673718822
Pará;Homem;30;Parda;11;700;1.735285316
Pará;Homem;48;Branca;12;900;1.550828672
Pará;Mulher;31;Parda;9;600;1.698677533
Pará;Homem;29;Parda;1;750;1.551395089
Pará;Mulher;46;Parda;5;250;1.710372834
Pará;Homem;37;Preta;7;700;1.714596072
Pará;Mulher;35;Parda;7;790;1.707612741
Pará;Homem;44;Parda;7;1500;1.686790039
Pará;Homem;30;Parda;6;700;1.523876335
Pará;Homem;59;Parda;5;800;1.620990941
Pará;Homem;30;Parda;9;500;1.774488258
Pará;Homem;35;Parda;6;1000;1.872532761
Pará;Homem;65;Parda;6;0;1.691312104
Pará;Mulher;31;Parda;7;250;1.713439067
Pará;Homem;39;Parda;9;788;1.614853285
Pará;Mulher;28;Parda;12;400;1.633990863
Pará;Mulher;49;Parda;12;500;1.634339422
Pará;Homem;48;Parda;6;700;1.788320421
Pará;Homem;30;Parda;12;1150;1.791435578
Pará;Mulher;47;Amarela;11;500;1.715939123
Pará;Homem;39;Branca;1;700;1.829589545
Pará;Homem;50;Parda;8;850;1.72402893
Pará;Mulher;47;Parda;11;950;1.76121326
Pará;Homem;47;Parda;5;600;1.745850096
Pará;Mulher;41;Parda;8;300;1.681849796
Pará;Mulher;52;Parda;4;150;1.768504347
Pará;Homem;36;Parda;8;788;1.635443832
Pará;Homem;44;Preta;8;788;1.561328925
Pará;Homem;46;Parda;8;200;1.857414584
Pará;Mulher;35;Parda;12;900;1.813198891
Pará;Mulher;37;Parda;12;400;1.619203417
Pará;Homem;37;Branca;12;1200;1.826099891
Pará;Homem;53;Parda;12;850;1.84138633
Pará;Homem;29;Parda;9;950;1.750021189
Pará;Homem;26;Preta;12;1000;1.804540357
Pará;Homem;31;Parda;12;900;1.736914944
Pará;Homem;43;Parda;9;800;1.697089793
Pará;Mulher;40;Preta;8;800;1.760130338
Pará;Homem;30;Parda;12;788;1.620264183
Pará;Mulher;30;Parda;12;800;1.747863959
Pará;Homem;45;Parda;9;630;1.731282032
Pará;Homem;27;Preta;12;830;1.811266628
Pará;Homem;33;Parda;12;850;1.564204482
Pará;Homem;48;Parda;9;850;1.706879624
Pará;Homem;33;Parda;12;1000;1.592395757
Pará;Mulher;23;Parda;1;480;1.693940901
Pará;Mulher;35;Parda;8;788;1.639894814
Pará;Homem;30;Parda;14;900;1.533496172
Pará;Homem;44;Parda;12;1600;1.640669961
Pará;Homem;39;Branca;12;850;1.878070632
Pará;Homem;51;Parda;9;788;1.771001045
Pará;Homem;37;Parda;12;860;1.666018983
Pará;Homem;35;Parda;11;788;1.652802064
Pará;Mulher;34;Branca;12;950;1.859313109
Pará;Homem;43;Parda;12;1300;1.584832355
Pará;Homem;29;Parda;12;950;1.674182684
Pará;Homem;30;Parda;12;550;1.705530483
Pará;Homem;61;Parda;6;350;1.758381857
Pará;Mulher;55;Parda;5;500;1.747712345
Pará;Homem;47;Parda;6;700;1.702378038
Pará;Mulher;40;Parda;8;500;1.839419641
Pará;Homem;33;Parda;12;1500;1.593709769
Pará;Homem;26;Parda;8;1000;1.724169172
Pará;Homem;52;Parda;7;788;1.759735528
Pará;Homem;39;Parda;9;788;1.821573543
Pará;Homem;30;Parda;9;500;1.715601209
Pará;Homem;34;Branca;11;700;1.743004704
Pará;Mulher;58;Parda;6;500;1.718583967
Pará;Mulher;39;Parda;10;788;1.742910503
Pará;Homem;60;Branca;12;2000;1.646128372
Pará;Homem;47;Parda;12;1800;1.708615995
Pará;Homem;58;Parda;12;788;1.698848011
Pará;Homem;34;Parda;12;700;1.629279296
Pará;Mulher;24;Parda;12;450;1.803952624
Pará;Homem;41;Parda;12;2000;1.723591299
Pará;Homem;39;Parda;12;1850;1.657180886
Pará;Homem;47;Parda;5;800;1.71656409
Pará;Homem;30;Parda;12;1400;1.675814648
Pará;Mulher;39;Parda;5;788;1.719123132
Pará;Mulher;50;Parda;1;250;1.670743318
Pará;Homem;42;Parda;12;800;1.762194943
Pará;Mulher;42;Parda;12;990;1.616296503
Pará;Homem;42;Parda;12;1100;1.545278572
Pará;Homem;29;Parda;9;900;1.59687607
Pará;Homem;53;Parda;5;4000;1.679479069
Pará;Mulher;31;Branca;12;400;1.640544144
Pará;Homem;26;Parda;10;2000;1.656244997
Pará;Mulher;42;Branca;13;250;1.690250178
Pará;Mulher;40;Branca;9;480;1.722867827
Pará;Mulher;42;Branca;6;900;1.689653563
Pará;Homem;54;Branca;1;1200;1.695837099
Pará;Mulher;44;Parda;6;788;1.664393543
Pará;Mulher;50;Parda;13;1200;1.768913507
Pará;Mulher;39;Parda;15;788;1.691582587
Pará;Homem;55;Parda;4;788;1.648489703
Pará;Homem;39;Branca;9;2000;1.5055353
Pará;Homem;52;Branca;8;1500;1.6163605
Pará;Homem;49;Indígena;9;350;1.722341063
Pará;Homem;76;Branca;2;35;1.682253654
Pará;Homem;50;Branca;17;1500;1.642437779
Pará;Homem;55;Parda;12;1300;1.783794072
Pará;Homem;29;Parda;9;788;1.667304554
Pará;Homem;29;Parda;14;1450;1.70269513
Pará;Homem;44;Branca;6;1300;1.530791873
Pará;Homem;46;Parda;12;788;1.764739505
Pará;Mulher;44;Preta;12;1200;1.593266505
Pará;Mulher;30;Parda;9;700;1.802003273
Pará;Mulher;40;Parda;9;750;1.703489949
Pará;Homem;37;Parda;12;1200;1.627590489
Pará;Homem;56;Parda;9;800;1.744320453
Pará;Mulher;54;Parda;5;500;1.74660055
Pará;Homem;50;Parda;9;1000;1.675858521
Pará;Mulher;25;Parda;12;1000;1.693028566
Pará;Mulher;27;Parda;9;900;1.663793132
Pará;Homem;35;Preta;12;900;1.74298127
Pará;Homem;43;Parda;9;1200;1.776665972
Pará;Mulher;63;Branca;5;600;1.751179186
Pará;Mulher;29;Parda;12;600;1.620928516
Pará;Homem;30;Parda;8;500;1.606048032
Pará;Homem;36;Parda;12;800;1.649371987
Pará;Mulher;56;Preta;9;500;1.719901928
Pará;Homem;33;Parda;12;650;1.641042524
Pará;Mulher;69;Parda;12;2000;1.667941673
Pará;Mulher;55;Parda;12;788;1.849585831
Pará;Homem;47;Parda;11;788;1.783556105
Pará;Homem;28;Parda;10;1000;1.564756827
Pará;Homem;69;Parda;6;5000;1.833118886
Pará;Homem;65;Parda;15;2100;1.884495909
Pará;Homem;60;Preta;11;3000;1.698499276
Pará;Homem;61;Branca;16;5000;1.784692854
Pará;Homem;50;Parda;9;950;1.688872613
Pará;Homem;29;Branca;12;1350;1.812632302
Pará;Homem;50;Parda;12;2000;1.555669311
Pará;Homem;30;Parda;1;700;1.641532612
Pará;Homem;43;Preta;6;700;1.707780122
Pará;Homem;52;Preta;5;1000;1.703211065
Pará;Mulher;30;Parda;8;1000;1.756019026
Pará;Homem;21;Parda;12;788;1.685032113
Pará;Mulher;29;Parda;12;850;1.694231193
Pará;Mulher;30;Parda;7;850;1.732198139
Pará;Homem;27;Branca;1;850;1.774587386
Pará;Homem;33;Parda;14;788;1.884688746
Pará;Mulher;46;Parda;12;350;1.802168085
Pará;Mulher;32;Parda;12;380;1.619676838
Pará;Homem;35;Parda;5;1500;1.679996948
Pará;Homem;23;Parda;12;600;1.811703159
Pará;Mulher;55;Parda;5;500;1.771466353
Pará;Homem;42;Parda;7;1200;1.706602368
Pará;Mulher;56;Parda;1;40;1.585992604
Pará;Mulher;69;Preta;1;130;1.663380389
Pará;Homem;39;Parda;12;1000;1.764445521
Pará;Homem;56;Parda;6;0;1.677795425
Pará;Homem;43;Branca;12;2000;1.549181313
Pará;Homem;39;Parda;10;1000;1.840039837
Pará;Mulher;50;Preta;6;788;1.701391258
Pará;Homem;39;Branca;8;1200;1.662367702
Pará;Mulher;30;Branca;16;788;1.893870226
Pará;Mulher;29;Parda;12;900;1.507483564
Pará;Mulher;24;Parda;10;400;1.776718762
Pará;Homem;51;Branca;4;400;1.586420272
Pará;Homem;38;Parda;1;400;1.589760732
Pará;Homem;42;Parda;2;600;1.722917911
Pará;Homem;25;Parda;1;500;1.670944328
Pará;Mulher;57;Parda;1;50;1.549441823
Pará;Mulher;57;Parda;2;0;1.74731793
Pará;Homem;26;Parda;3;400;1.707250728
Pará;Homem;45;Parda;5;500;1.718818167
Pará;Homem;59;Parda;1;600;1.786664495
Pará;Mulher;46;Parda;4;800;1.730624152
Pará;Homem;39;Parda;9;900;1.776432532
Pará;Mulher;28;Parda;10;900;1.67585568
Pará;Mulher;47;Branca;9;788;1.773437995
Pará;Mulher;36;Parda;16;788;1.774138626
Pará;Homem;37;Parda;2;1500;1.672049184
Pará;Mulher;30;Parda;12;950;1.708651521
Pará;Homem;38;Parda;4;500;1.583576105
Pará;Homem;31;Branca;1;500;1.570279167
Pará;Homem;55;Branca;3;1000;1.680271048
Pará;Homem;30;Parda;3;650;1.626832332
Pará;Homem;41;Parda;12;600;1.749216197
Pará;Mulher;32;Preta;10;1600;1.774530025
Pará;Homem;30;Preta;3;600;1.703374076
Pará;Homem;27;Branca;5;700;1.784085608
Pará;Homem;32;Parda;7;700;1.623841223
Pará;Homem;52;Parda;11;1780;1.742728954
Pará;Homem;32;Parda;3;700;1.68407358
Pará;Homem;33;Parda;11;3000;1.684707944
Pará;Homem;41;Parda;3;200;1.653448697
Pará;Homem;67;Parda;2;500;1.684451217
Pará;Homem;63;Parda;4;300;1.62915462
Pará;Homem;32;Parda;3;300;1.688376478
Pará;Homem;21;Parda;6;150;1.570332285
Pará;Homem;65;Parda;3;3000;1.924793119
Pará;Mulher;47;Parda;16;1350;1.664325256
Pará;Homem;34;Parda;4;1000;1.66330963
Pará;Homem;34;Parda;4;200;1.629091624
Pará;Homem;66;Parda;4;600;1.81152862
Pará;Homem;45;Parda;7;700;1.529699102
Pará;Homem;28;Branca;12;980;1.639606815
Pará;Mulher;25;Parda;12;788;1.623071376
Pará;Homem;67;Parda;3;500;1.877061738
Pará;Homem;26;Parda;7;980;1.747092553
Pará;Homem;26;Branca;12;3000;1.815763479
Pará;Mulher;29;Parda;8;600;1.732311093
Pará;Homem;25;Branca;4;400;1.679524558
Pará;Homem;40;Parda;6;788;1.763532499
Pará;Homem;46;Preta;5;400;1.678973501
Pará;Homem;55;Parda;3;550;1.673042896
Pará;Homem;42;Parda;9;1200;1.563528599
Pará;Homem;31;Branca;16;3200;1.700600504
Pará;Mulher;59;Parda;3;350;1.491364799
Pará;Homem;55;Branca;6;1400;1.661824907
Pará;Mulher;50;Parda;11;788;1.841675912
Pará;Mulher;52;Parda;6;600;1.712897441
Pará;Homem;45;Branca;12;1600;1.697093735
Pará;Homem;44;Branca;12;3900;1.700701816
Pará;Mulher;33;Parda;12;1500;1.755617134
Pará;Homem;81;Parda;1;800;1.751125034
Pará;Homem;48;Parda;6;0;1.697759257
Pará;Homem;41;Parda;4;1576;1.567697349
Pará;Homem;38;Parda;11;1200;1.744766876
Pará;Homem;21;Parda;9;800;1.688153046
Pará;Homem;29;Parda;9;1650;1.729068889
Pará;Mulher;36;Preta;6;1000;1.616331367
Pará;Mulher;48;Branca;7;600;1.614257907
Pará;Homem;30;Parda;4;800;1.677639256
Pará;Homem;36;Parda;9;2200;1.687323449
Pará;Homem;24;Parda;12;2000;1.762888604
Pará;Mulher;38;Preta;12;300;1.784214269
Pará;Homem;39;Branca;12;980;1.582848608
Pará;Homem;20;Parda;8;500;1.672319493
Pará;Mulher;45;Parda;4;480;1.731484715
Pará;Mulher;31;Branca;12;788;1.650968856
Pará;Mulher;39;Parda;8;450;1.827583094
Pará;Homem;56;Preta;2;700;1.650090668
Pará;Homem;63;Parda;12;1576;1.566780619
Pará;Mulher;37;Parda;12;788;1.718774107
Pará;Homem;33;Parda;12;1850;1.747958874
Pará;Mulher;50;Parda;16;1500;1.772418448
Pará;Mulher;54;Parda;5;500;1.755920868
Pará;Homem;31;Parda;9;1200;1.723578615
Pará;Homem;42;Parda;11;2000;1.57266022
Pará;Homem;38;Parda;12;700;1.483727738
Pará;Homem;43;Parda;8;1600;1.561016069
Pará;Homem;45;Parda;12;2100;1.558210973
Pará;Homem;28;Parda;9;1000;1.71686874
Pará;Homem;30;Parda;9;700;1.704131657
Pará;Homem;49;Parda;12;2300;1.697230633
Pará;Homem;41;Parda;12;1091;1.790882173
Pará;Mulher;64;Parda;1;280;1.842125462
Pará;Mulher;67;Branca;16;2000;1.671435014
Pará;Homem;44;Branca;16;4000;1.665175003
Pará;Homem;56;Parda;16;4500;1.684804579
Pará;Homem;46;Branca;16;5000;1.652069821
Pará;Homem;25;Branca;16;3000;1.774090277
Pará;Mulher;35;Parda;16;2100;1.671686401
Pará;Mulher;51;Parda;16;1500;1.782446611
Pará;Homem;46;Branca;16;14000;1.706768883
Pará;Homem;47;Parda;16;10000;1.808141182
Pará;Homem;43;Branca;16;4000;1.713601968
Pará;Mulher;46;Branca;12;3500;1.592171463
Pará;Homem;60;Branca;16;13000;1.726245962
Pará;Mulher;79;Parda;11;1000;1.635631297
Pará;Mulher;50;Parda;15;16000;1.672297293
Pará;Homem;63;Branca;16;15000;1.849937289
Pará;Homem;43;Parda;16;7500;1.698589079
Pará;Mulher;43;Branca;16;7888;1.691456717
Pará;Homem;50;Amarela;16;20000;1.600704043
Pará;Mulher;69;Parda;16;4256;1.679143178
Pará;Homem;47;Parda;16;13000;1.721707604
Pará;Homem;54;Parda;12;1500;1.691683996
Pará;Mulher;48;Parda;16;3100;1.673599057
Pará;Homem;63;Branca;12;600;1.798717048
Pará;Mulher;40;Branca;12;1000;1.712903167
Pará;Homem;39;Parda;6;788;1.828688436
Pará;Mulher;38;Parda;12;1000;1.773193515
Pará;Mulher;43;Parda;9;1000;1.685556703
Pará;Mulher;50;Branca;16;15000;1.73358237
Pará;Mulher;63;Parda;13;4890;1.848758828
Pará;Homem;35;Parda;12;1200;1.626565815
Pará;Homem;82;Branca;16;26000;1.778068193
Pará;Homem;49;Branca;16;2100;1.75456926
Pará;Homem;55;Branca;12;1200;1.802369112
Pará;Homem;57;Parda;16;5000;1.576847278
Pará;Mulher;35;Branca;16;2800;1.666509107
Pará;Mulher;59;Parda;13;1100;1.763092784
Pará;Mulher;55;Parda;16;3500;1.722655236
Pará;Mulher;62;Parda;12;4800;1.852085166
Pará;Mulher;61;Parda;16;8000;1.851461951
Pará;Homem;59;Branca;16;5600;1.672772934
Pará;Homem;31;Parda;16;2500;1.690039621
Pará;Mulher;47;Branca;16;4000;1.56803744
Pará;Homem;36;Parda;12;13500;1.837162288
Pará;Homem;55;Parda;12;3000;1.66020713
Pará;Homem;57;Parda;16;3000;1.727400544
Pará;Mulher;35;Parda;16;4020;1.659808716
Pará;Mulher;60;Parda;16;10300;1.497387633
Pará;Mulher;49;Parda;16;8678;1.708230419
Pará;Mulher;70;Branca;12;0;1.749636333
Pará;Mulher;59;Parda;16;2000;1.715325829
Pará;Mulher;62;Parda;7;788;1.791205931
Pará;Homem;43;Preta;9;900;1.754154263
Pará;Homem;28;Parda;1;2500;1.792884034
Pará;Homem;42;Branca;12;2000;1.659526281
Pará;Homem;58;Parda;12;5000;1.784831247
Pará;Mulher;54;Branca;16;10000;1.652264291
Pará;Homem;54;Branca;16;12000;1.7629838
Pará;Homem;55;Parda;12;10000;1.764256713
Pará;Homem;36;Branca;16;10000;1.83412326
Pará;Mulher;48;Parda;16;7000;1.794268098
Pará;Homem;47;Branca;16;12000;1.801710781
Pará;Homem;58;Branca;16;8000;1.911840586
Pará;Homem;51;Parda;16;35000;1.556254276
Pará;Mulher;32;Parda;16;8000;1.801138397
Pará;Homem;57;Branca;16;2000;1.81980225
Pará;Homem;68;Branca;16;7000;1.745482416
Pará;Homem;49;Preta;16;3500;1.69824724
Pará;Homem;42;Amarela;15;1000;1.805055486
Pará;Mulher;55;Branca;16;788;1.817871712
Pará;Mulher;41;Branca;16;2500;1.631209847
Pará;Homem;62;Branca;12;5000;1.766294339
Pará;Homem;23;Parda;13;1430;1.795536263
Pará;Homem;44;Branca;16;2500;1.81536614
Pará;Homem;39;Branca;16;4800;1.683097754
Pará;Homem;62;Branca;16;30000;1.575346643
Pará;Homem;42;Parda;16;5000;1.702436379
Pará;Homem;59;Branca;12;1200;1.654362309
Pará;Mulher;47;Parda;16;3000;1.823755004
Pará;Homem;55;Parda;16;2000;1.623884253
Pará;Homem;38;Parda;12;3200;1.786811157
Pará;Mulher;47;Parda;6;700;1.702096055
Pará;Homem;47;Branca;12;1300;1.677710391
Pará;Mulher;39;Parda;12;3000;1.624756362
Pará;Mulher;31;Parda;12;650;1.491663821
Pará;Mulher;35;Preta;16;551;1.631988536
Pará;Mulher;32;Preta;16;500;1.643944785
Pará;Homem;43;Parda;12;3000;1.576981494
Pará;Homem;50;Parda;16;3500;1.684078802
Pará;Homem;40;Branca;12;3000;1.617601621
Pará;Homem;60;Branca;16;4100;1.741187201
Pará;Mulher;37;Parda;12;300;1.709783632
Pará;Homem;25;Parda;12;788;1.656179643
Pará;Homem;43;Parda;12;4500;1.951958896
Pará;Homem;42;Parda;9;950;1.780338393
Pará;Homem;46;Parda;11;2500;1.594257666
Pará;Homem;52;Parda;12;4000;1.732258041
Pará;Homem;62;Branca;12;1556;1.810239087
Pará;Homem;53;Branca;12;14000;1.716992998
Pará;Mulher;50;Branca;16;10000;1.751056758
Pará;Homem;43;Parda;12;1200;1.680408417
Pará;Mulher;34;Parda;12;788;1.686260777
Pará;Mulher;58;Parda;12;200;1.788662347
Pará;Mulher;29;Parda;12;500;1.7530799
Pará;Homem;26;Branca;12;2500;1.723298744
Pará;Homem;53;Branca;4;1500;1.697987376
Pará;Mulher;51;Branca;12;1200;1.603961223
Pará;Mulher;35;Parda;12;600;1.678351796
Pará;Mulher;36;Parda;12;350;1.744679594
Pará;Homem;69;Parda;8;1000;1.678710583
Pará;Homem;64;Branca;12;3500;1.773674622
Pará;Mulher;31;Parda;10;150;1.55311245
Pará;Homem;33;Parda;12;1800;1.549412596
Pará;Homem;60;Preta;1;1110;1.77855763
Pará;Mulher;57;Parda;3;300;1.647105858
Pará;Homem;41;Parda;6;900;1.715539765
Pará;Mulher;31;Parda;16;2000;1.626767831
Pará;Homem;32;Parda;12;1500;1.543730593
Pará;Homem;40;Preta;11;750;1.615168415
Pará;Homem;26;Parda;15;788;1.736574954
Pará;Homem;57;Parda;9;750;1.819367307
Pará;Homem;41;Parda;12;1350;1.618096892
Pará;Homem;44;Parda;7;788;1.727808875
Pará;Homem;76;Branca;7;1000;1.679983718
Pará;Mulher;50;Parda;12;788;1.804026834
Pará;Mulher;29;Parda;12;300;1.731499762
Pará;Homem;37;Parda;12;1400;1.639864411
Pará;Homem;34;Parda;12;1400;1.735162706
Pará;Mulher;33;Parda;12;1000;1.726804168
Pará;Homem;36;Parda;12;1150;1.843227371
Pará;Homem;59;Parda;4;500;1.642820595
Pará;Homem;31;Parda;9;1200;1.591245798
Pará;Homem;37;Branca;11;1200;1.748950951
Pará;Mulher;39;Preta;9;800;1.591323083
Pará;Mulher;32;Parda;12;700;1.729742541
Pará;Mulher;46;Branca;12;788;1.636657607
Pará;Mulher;44;Parda;12;1000;1.559778543
Pará;Homem;49;Parda;6;850;1.590332994
Pará;Homem;40;Parda;12;980;1.683160266
Pará;Mulher;45;Parda;12;850;1.749579733
Pará;Homem;43;Branca;8;650;1.720991539
Pará;Homem;49;Preta;15;788;1.496173013
Pará;Homem;44;Parda;12;788;1.694307916
Pará;Homem;44;Parda;12;4000;1.726071927
Pará;Homem;50;Parda;12;8000;1.868623386
Pará;Homem;59;Branca;14;15000;1.640278162
Pará;Homem;62;Parda;12;788;1.690664474
Pará;Homem;48;Preta;16;2500;1.793703648
Pará;Homem;37;Parda;5;400;1.648283882
Pará;Mulher;38;Parda;8;788;1.781132007
Pará;Mulher;29;Parda;12;0;1.677978056
Pará;Homem;54;Parda;16;10000;1.671078585
Pará;Mulher;59;Branca;16;3500;1.738323828
Pará;Homem;61;Branca;16;700;1.718092451
Pará;Homem;44;Branca;12;16000;1.636875444
Pará;Homem;58;Branca;12;10000;1.797202047
Pará;Mulher;59;Parda;6;788;1.835187604
Pará;Homem;24;Branca;12;1800;1.648599346
Pará;Homem;40;Branca;16;10000;1.692019759
Pará;Mulher;56;Parda;16;1576;1.7933971
Pará;Mulher;48;Preta;13;1800;1.654033138
Pará;Homem;54;Parda;12;3500;1.73911865
Pará;Homem;58;Parda;16;2800;1.75211975
Pará;Homem;32;Parda;16;4500;1.839689894
Pará;Homem;35;Branca;15;1576;1.708057557
Pará;Homem;54;Parda;12;8000;1.8050645
Pará;Homem;51;Branca;12;2500;1.777427265
Pará;Mulher;67;Branca;1;788;1.777423323
Pará;Mulher;47;Branca;12;4300;1.594597945
Pará;Homem;24;Parda;15;2500;1.633998931
Pará;Mulher;47;Branca;16;789;1.702114378
Pará;Mulher;29;Preta;12;1200;1.614524438
Pará;Homem;63;Parda;3;1700;1.751362245
Pará;Mulher;42;Parda;16;4000;1.668328545
Pará;Homem;32;Preta;11;788;1.74119479
Pará;Mulher;61;Preta;8;1100;1.772161259
Pará;Mulher;52;Parda;9;900;1.823207595
Pará;Homem;35;Parda;12;2500;1.556018285
Pará;Mulher;56;Parda;16;1300;1.710025556
Pará;Mulher;36;Parda;9;180;1.699238348
Pará;Homem;47;Branca;12;1350;1.819469734
Pará;Homem;44;Parda;12;1150;1.727854097
Pará;Homem;32;Parda;9;790;1.741241822
Pará;Homem;33;Parda;12;800;1.74671733
Pará;Mulher;51;Parda;14;500;1.776545203
Pará;Homem;38;Parda;4;900;1.6065885
Pará;Homem;36;Preta;9;788;1.596973406
Pará;Homem;26;Branca;9;700;1.72565912
Pará;Homem;38;Branca;9;1000;1.615799039
Pará;Homem;59;Branca;7;600;1.662154045
Pará;Mulher;37;Parda;9;600;1.888611962
Pará;Mulher;42;Preta;6;600;1.580837927
Pará;Homem;26;Parda;12;1350;1.638529063
Pará;Homem;34;Parda;7;880;1.538163237
Pará;Homem;40;Parda;9;788;1.74120659
Pará;Homem;38;Parda;12;1000;1.639115584
Pará;Mulher;51;Preta;1;200;1.81686862
Pará;Mulher;46;Preta;12;1000;1.606309592
Pará;Mulher;46;Parda;9;600;1.687479903
Pará;Mulher;20;Parda;7;300;1.670381761
Pará;Homem;32;Parda;12;900;1.554987138
Pará;Mulher;42;Parda;6;788;1.732151481
Pará;Homem;41;Parda;12;788;1.75652272
Pará;Mulher;57;Branca;11;800;1.641667825
Pará;Homem;45;Parda;9;1200;1.663088331
Pará;Homem;45;Parda;5;800;1.572941927
Pará;Homem;55;Branca;9;788;1.762347065
Pará;Homem;38;Preta;12;900;1.833036168
Pará;Homem;34;Branca;11;1200;1.655796794
Pará;Homem;22;Branca;11;1200;1.68907162
Pará;Homem;40;Parda;9;750;1.662564785
Pará;Homem;54;Parda;6;788;1.735923909
Pará;Homem;31;Preta;12;1034;1.828467867
Pará;Homem;69;Branca;5;700;1.778358911
Pará;Homem;60;Preta;9;1500;1.732929522
Pará;Homem;38;Parda;12;788;1.616840677
Pará;Homem;38;Preta;9;788;1.762779344
Pará;Homem;41;Parda;12;1200;1.694028422
Pará;Mulher;26;Branca;12;600;1.631385575
Pará;Homem;52;Branca;15;6500;1.615925361
Pará;Homem;54;Parda;14;5000;1.778216788
Pará;Mulher;39;Parda;16;1600;1.572816035
Pará;Mulher;35;Parda;15;1500;1.763914483
Pará;Homem;70;Branca;12;1200;1.756789926
Pará;Mulher;39;Parda;16;788;1.796222712
Pará;Homem;33;Branca;12;830;1.699068781
Pará;Mulher;55;Parda;9;950;1.795964792
Pará;Mulher;30;Parda;16;5000;1.753958125
Pará;Homem;49;Parda;12;2000;1.730088412
Pará;Mulher;34;Parda;12;1600;1.744325325
Pará;Mulher;43;Preta;11;2400;1.633913931
Pará;Homem;34;Parda;12;4800;1.732039796
Pará;Mulher;42;Parda;12;1500;1.802411119
Pará;Mulher;21;Preta;10;788;1.657631702
Pará;Homem;42;Branca;16;5000;1.642204106
Pará;Homem;61;Parda;14;2100;1.600000361
Pará;Homem;60;Branca;11;2000;1.690089669
Pará;Mulher;64;Parda;12;170;1.753608174
Pará;Mulher;67;Branca;16;6000;1.654094247
Pará;Homem;63;Parda;16;3000;1.576960606
Pará;Homem;51;Parda;9;800;1.67587292
Pará;Mulher;45;Parda;16;2300;1.751941539
Pará;Homem;35;Parda;12;2000;1.586044257
Pará;Homem;27;Parda;12;980;1.731794811
Pará;Mulher;59;Preta;12;1300;1.866147231
Pará;Mulher;54;Parda;12;500;1.784510268
Pará;Mulher;40;Parda;12;788;1.799665183
Pará;Mulher;32;Parda;8;650;1.564605237
Pará;Mulher;42;Branca;16;2000;1.723493439
Pará;Mulher;33;Parda;12;1200;1.868490591
Pará;Homem;54;Parda;12;3500;1.571346299
Pará;Mulher;52;Parda;12;1400;1.86763022
Pará;Homem;39;Parda;16;2000;1.759778064
Pará;Homem;34;Parda;12;900;1.711086001
Pará;Homem;29;Parda;16;5400;1.680008493
Pará;Mulher;37;Parda;12;700;1.741623235
Pará;Mulher;56;Parda;12;900;1.755994543
Pará;Mulher;55;Parda;5;700;1.927602308
Pará;Homem;63;Parda;16;2000;1.774034803
Pará;Mulher;33;Parda;12;100;1.627515642
Pará;Homem;38;Parda;12;900;1.930947494
Pará;Homem;32;Preta;12;1700;1.683610662
Pará;Mulher;27;Parda;6;860;1.743211275
Pará;Mulher;56;Parda;12;1200;1.603268578
Pará;Homem;43;Preta;7;300;1.658503748
Pará;Homem;21;Parda;14;500;1.71381145
Pará;Mulher;50;Parda;10;1251;1.787828673
Pará;Homem;44;Branca;7;800;1.718230168
Pará;Mulher;59;Parda;12;2500;1.733588538
Pará;Homem;37;Parda;9;1000;1.59187875
Pará;Homem;42;Parda;16;788;1.756137633
Pará;Homem;36;Preta;7;300;1.607184985
Pará;Homem;26;Parda;13;938;1.75148143
Pará;Mulher;46;Parda;10;666;1.737185691
Pará;Homem;59;Preta;4;300;1.686138769
Pará;Homem;56;Parda;9;1600;1.624874959
Pará;Homem;45;Parda;10;350;1.72423436
Pará;Mulher;42;Parda;12;500;1.693840882
Pará;Homem;45;Parda;12;1500;1.69815081
Pará;Mulher;60;Branca;11;600;1.698299811
Pará;Homem;52;Branca;12;1000;1.667742449
Pará;Homem;63;Branca;12;2500;1.621277431
Pará;Homem;50;Preta;12;3000;1.720509542
Pará;Homem;30;Parda;12;1100;1.713414538
Pará;Mulher;35;Parda;12;400;1.603475338
Pará;Homem;21;Parda;9;788;1.611971968
Pará;Homem;52;Parda;6;400;1.817555063
Pará;Homem;24;Parda;12;1320;1.655347066
Pará;Mulher;26;Parda;12;810;1.702316007
Pará;Homem;54;Branca;5;788;1.700095027
Pará;Homem;47;Parda;12;1100;1.735514865
Pará;Homem;29;Parda;12;800;1.730119906
Pará;Homem;35;Parda;7;1600;1.718452427
Pará;Homem;42;Branca;10;1000;1.738318058
Pará;Homem;36;Branca;10;1400;1.58936282
Pará;Mulher;30;Parda;11;600;1.649427903
